1,747378	
1,747378	
1,747378	
1,747378	
1,747378	
1,747378	
1,747378	
1,747378	
1,747378	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,429001	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,265911	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
1,179038	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
0,250277	
